ID,YEAR,TRANS,SITE,TREAT,PLOT,GROUP,YST,WATER,TREE,VEG,Agrocani,Andropoli,Betunana,Betupube,Calastri,Carecane,Carechor,Caredioi,Careechi,Carelasi,Carelimo,Carelivi,Caremage,Carepauc,Carerost,Cirspalu,Drosera,Dryocart,Empenigr,Erioangu,Eriovagi,Hammpalu,Ledupalu,Lycoannu,Melaprat,Menytrif,Piceabie,Pinusylv,Potepalu,Rubucham,Salix spp,Schepalu,Triccesp,Trieeuro,Utriinte,Vaccmyrt,Vaccoxyc2,Vacculig,Vaccviti,Violpalu,Spharecu,Sphabalti,Sphacapi,Sphacusp,Sphafusc,Sphamage,Sphamaju,Sphaobtu,Sphapapi,Sphapulc,Spharube,Spharuss,Sphasubf,Sphasubn,Sphasubs,Sphatene,Sphatere,Sphawarn,Sphasp,Aulapalu,Brachoedi,Bryumsp,Callstra,Cladonia spp,Dicranum spp,Hepatics 2,Limbinte,Limbrevo,Mylianom,Pleuschr,Pohlnuta,Polycomm,Polystri,Warnsdorfia sp,O_SEDGE,SEDGE,HERB,GRASS,D_SHRUB,E_SHRUB,Fs_MOSS,Br_MOSS,Ho_MOSS,La_MOSS,Hu_MOSS,D_SHRUB1,E_SHRUB1,TREE
olid_13,2009,D1,oli,wldd,olid_13,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.25,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,0,0,0,0,0,0,5.5,0,0,0.25,0,0,0,0
olid_14,2009,D1,oli,wldd,olid_14,oli_l,8,-25.66666667,0,3.6,,3,17,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.1,,,,25,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,0,0,17,28,0,0,0,0.75,0,17,28,0
olid_15,2009,D1,oli,wldd,olid_15,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21.75,0,0,0,0
olid_16,2009,D2,oli,wldd,olid_16,oli_l,8,-25.66666667,2,2,,1,5,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,5,13,0,0,0,4,0,5,11,2
olid_17,2009,D2,oli,wldd,olid_17,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38.25,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,39.5,0,0,0,0
olid_18,2009,D2,oli,wldd,olid_18,oli_l,8,-25.66666667,7,6,,4,12,,,,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,,,5,,,,5.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,2,0,0,0,12,16,0.375,0,0,5.025,0,12,9,7
olid_19,2009,D2,oli,wldd,olid_19,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15,0,0,0,0
olid_20,2009,D2,oli,wldd,olid_20,oli_l,8,-25.66666667,0,5,,2,7,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,10,,,,6.75,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,7.5,,3,0,0,0,7,12,7.75,0,0,6.75,0,7,12,0
olid_21,2009,E1,oli,wldd,olid_21,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.25,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0,0,0,0,0,0,0.25,0,0,6.25,0,0,0,0
olid_22,2009,E1,oli,wldd,olid_22,oli_l,8,-25.66666667,1.5,2.5,,2.5,7,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,0.1,,,,5.75,,,,,1,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,0,0,0,0,7,4.1,2.5,0,0,6.75,0,7,2.6,1.5
olid_23,2009,E1,oli,wldd,olid_23,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,28,,,,,0.75,,,,,,,,,,,,,,0.5,,,,,,,,,,7.5,,,2,,0,0,0,0,0,0,10,0,0,28.75,0,0,0,0
olid_24,2009,E1,oli,wldd,olid_24,oli_l,8,-25.66666667,0,44.5,,1.5,5,,,,,,,,,,,,,,,,5,,30,,,,,,,,,,,,,,,,10,8,,,4.75,,,,,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,30,0,0,0,13,16.5,4.75,0,0,28,0,13,16.5,0
olid_25,2009,E1,oli,wldd,olid_25,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,24.5,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,4.25,,0,0,0,0,0,0,10.5,0,0,24.5,0,0,0,0
olid_26,2009,E2,oli,wldd,olid_26,oli_l,8,-25.66666667,0,13.01,,10,12,,,,,,,0.01,,,,,,,,,,,3,,,,,,,,,,,,,,,,25,,,,24.5,,,,,,,,,,,,,,,,,,,21.75,,,,,,,,,,,,,,,3,0.01,0,0,12,35,21.75,0,0,24.5,0,12,35,0
olid_27,2009,E2,oli,wldd,olid_27,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0,0,0,0,0,0,0.25,0,0,65,0,0,0,0
olid_28,2009,E2,oli,wldd,olid_28,oli_l,8,-25.66666667,0,4.5,,4,12,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,8.25,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,0,0.5,0,0,12,8,11.5,0,0,10,0,12,8,0
olid_29,2009,E2,oli,wldd,olid_29,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0,0,0,0,0,0,1.5,0,0,6,0,0,0,0
olid_30,2009,E2,oli,wldd,olid_30,oli_l,8,-25.66666667,0,5.51,,1,15,,,,,,,,,,,,1,,,,,,3.5,,,,,,,,,,,,0.01,,,,1,,,,27.125,,,,,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,1,0,0,15,2,0,0,0,53.875,0,15,2,0
olid_31,2009,F1,oli,wldd,olid_31,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,45.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,0.025,,,,,,0.15,,,1,,0,0,0,0,0,0,1.175,0,0,46.5,0,0,0,0
olid_32,2009,F1,oli,wldd,olid_32,oli_l,8,-25.66666667,1,23,,18,30,,,,,,,,,,,,2,,,,,,3,,,,,,,1,,,,,,,,,12,,,,42.75,,,,,,,,4.75,,,,,,,,,,,0.5,,,,,,,,,,0.05,,,,,3,2,0,0,30,31,0.55,0,0,47.5,0,30,30,1
olid_33,2009,F1,oli,wldd,olid_33,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,24,,,,,,,,14.75,,,,,,,,,,,,,,,,,,,,,0.025,,,4.5,,0,0,0,0,0,0,4.525,0,0,38.75,0,0,0,0
olid_34,2009,F1,oli,wldd,olid_34,oli_l,8,-25.66666667,2,7.1,,5,25,,,,,,,,,,,,,,,,,,0.1,,,,,,,2,,,,,2,,,,2,,,,8.5,,,,,,,,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0,0,0,25,9,0,0,0,26.75,0,25,7,2
olid_35,2009,F1,oli,wldd,olid_35,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,11.75,0,0,0,0
olid_36,2009,F2,oli,wldd,olid_36,oli_l,8,-25.66666667,2,4.61,,3,13,,,,,,,0.1,,,,,,,,,,,0.01,,,,,,,2,,,,,1.5,,,,22,,,,11.25,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1.51,0.1,0,0,13,27,3,0,0,11.25,0,13,25,2
olid_37,2009,F2,oli,wldd,olid_37,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,34.875,,,,,,,,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,56.125,0,0,0,0
olid_38,2009,F2,oli,wldd,olid_38,oli_l,8,-25.66666667,0,5.1,,5,18,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,5,,,,25.775,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,0.1,0,0,0,18,10,3.75,0,0,25.775,0,18,10,0
olid_39,2009,F2,oli,wldd,olid_39,oli_l,8,-25.66666667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0
olid_40,2009,F2,oli,wldd,olid_40,oli_l,8,-25.66666667,12,9.5,,7,13,12,,,,,,1.5,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,41.25,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,0,0,25,11,0,0,0,51.25,0,13,11,12
ombc_01,2009,T1,omb,ctr,ombc_1,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,29,,,69.25,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.4,,,9.75,,0,0,0,0,0,0,11.15,0.25,0,29,69.25,0,0,0
ombc_02,2009,T1,omb,ctr,ombc_2,omb_hu,0,-12.77272727,0,39,,6,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,28,,,,,,,1.5,,,,,52.5,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,2,0,28,0,0,10.5,2.25,0,0,52.5,42.5,0,10.5,0
ombc_03,2009,T1,omb,ctr,ombc_3,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,82.25,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,82.25,0.25,0,0,0
ombc_04,2009,T1,omb,ctr,ombc_4,omb_hu,0,-12.77272727,0,53,,3,,,,,,,,,,,,,,,,,35,,1,,,,,,,,,4,,,,,,,9,10,,,,25.75,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,3.25,0.125,,,4.75,,1,0,4,0,10,47,4.875,3.25,0,25.75,62.5,10,47,0
ombc_05,2009,T1,omb,ctr,ombc_5,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,2,,,90.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,,0,0,0,0,0,0,10.25,0,0,2,90.25,0,0,0
ombc_06,2009,T2,omb,ctr,ombc_6,min_hl,0,-12.77272727,0,30,,4,,,,,,,,,,,,,,,0.1,,16,,2,,,,,,,,,7,,,,,,,5,1,,,40,,,,41.25,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,9.25,,2,0,7.1,0,1,25,21,0,0,40,41.25,1,25,0
ombc_07,2009,T2,omb,ctr,ombc_7,min_hl,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.5,,,,3.25,,,,,,,,,,,,,,,0.25,,,,,,,,,,0.15,,,3.75,,0,0,0,0,0,0,4.15,0,0,81.5,3.25,0,0,0
ombc_08,2009,T2,omb,ctr,ombc_8,omb_hu,0,-12.77272727,0,51.5,,7,,,,,,,,,,,,,,,,,27,,0.5,,,,,,,,,15,,,,,,,5,2,,,,3.5,,,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,15,0,2,39,0,0,0,3.5,95.5,2,39,0
ombc_09,2009,T2,omb,ctr,ombc_9,omb_ll,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,46.75,,12.25,2.5,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12.25,78,2.5,0,0,0
ombc_10,2009,T2,omb,ctr,ombc_10,omb_ll,0,-12.77272727,0,30.5,,3,,,,,,,,,,,,,,,2.5,,22.5,,,,,,,,,,,5,,,,,,,,,,,,69.75,,2,8.75,10.75,,,,,,,,,,,,,,,,,,,,,,,1.025,,,,0.25,,0,0,7.5,0,0,25.5,0.25,1.025,2,80.5,8.75,0,25.5,0
ombc_11,2009,T3,omb,ctr,ombc_11,omb_ho,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,93.5,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,0,0,0,0,0,0,0,1.3,93.5,0,0,0,0,0
ombc_12,2009,T3,omb,ctr,ombc_12,omb_ho,0,-12.77272727,0,25,,3,,,,,,,,,,,,,,,1,,8,,10,,,,,,,,,2,,,,,,,2,2,,,,,,97.25,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3,0,2,13,0,0,99.25,0,0,2,13,0
ombc_13,2009,T3,omb,ctr,ombc_13,omb_ho,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,22.75,,68.25,,8,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,0,0,0,0,0,0,0,1.5,68.25,30.75,0,0,0,0
ombc_14,2009,T3,omb,ctr,ombc_14,omb_ho,0,-12.77272727,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,24.75,,72.75,,1.75,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,72.75,26.5,1,0,0,0
ombc_15,2009,T3,omb,ctr,ombc_15,omb_ho,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,0.75,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,98,0.75,0,0,0,0
ombc_16,2009,T4,omb,ctr,ombc_16,omb_ho,0,-12.77272727,0,9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0.5,,,,,12.75,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,6.5,0,0,85,12.75,0,0,6.5,0
ombc_17,2009,T4,omb,ctr,ombc_17,omb_hl,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,38,,,22.25,0.25,,,,,2,,,,,,,,,,,,,,,,,,0.25,,,,,,0,0,0,0,0,0,0,0.25,0,38.25,24.25,0,0,0
ombc_18,2009,T4,omb,ctr,ombc_18,omb_hu,0,-12.77272727,0,7,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,0.5,,,,,44.25,,,19,,,,,,,,,,,,,,,,,,,,,,,,4.375,,,,2.5,,4,0,1,0,0,2.5,2.5,4.375,0,44.25,19,0,2.5,0
ombc_19,2009,T4,omb,ctr,ombc_19,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,4.25,,,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4.25,93.75,0,0,0
ombc_20,2009,T4,omb,ctr,ombc_20,omb_hu,0,-12.77272727,0,14,,2,,,,,,,,,,,,,,,0.5,,4,,3,,,,,,,,,,,,,,,,5,5,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0.5,0,5,11,0,0,0,0,100,5,11,0
ombc_21,2009,U1,omb,ctr,ombc_21,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,0.5,,,99.25,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,0,0,0,0,0,0.025,0,0.5,99.25,0,0,0
ombc_22,2009,U1,omb,ctr,ombc_22,omb_hu,0,-12.77272727,0,17,,1,,,,,,,,,,,,,,,0.1,,5,,1,,,,,,,,,4,,,,,,,1.5,6,,,,,,,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4.1,0,6,7.5,0,0,0,0,99.5,6,7.5,0
ombc_23,2009,U1,omb,ctr,ombc_23,omb_hl,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,7,,,77.75,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,92.25,0,0,0
ombc_24,2009,U1,omb,ctr,ombc_24,omb_hl,0,-12.77272727,0,17,,3,,,,,,,,,,,,,,,3,,3,,1,,,,,,,,,10,,,,,,,1,,,,,12.75,,0.5,84.5,0.5,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,1,0,13,0,0,7,0,0,0.5,13.25,85.25,0,7,0
ombc_25,2009,U1,omb,ctr,ombc_25,omb_ho,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,72.75,,8.75,,0.5,,,,,14,,,,,,,,,,,,,,,11.75,,,,,,,,,0,0,0,0,0,0,0,11.75,8.75,73.25,14,0,0,0
ombc_26,2009,U2,omb,ctr,ombc_26,omb_ho,0,-12.77272727,0,11,,3,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,5,,,,,,,1,,,,,54.625,,28.5,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,0,6,0,0,4,0,3,28.5,54.625,0,0,4,0
ombc_27,2009,U2,omb,ctr,ombc_27,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,51,,,48.25,,,,,,,,,,,,,,,,,,,,,,,,2.775,,,,,,0,0,0,0,0,0,0,2.775,0,51,48.25,0,0,0
ombc_28,2009,U2,omb,ctr,ombc_28,omb_hl,0,-12.77272727,0,3.5,,1,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,0.5,,,,,0.5,,,,,16.25,,,83.75,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,2,0,1.5,0,0,1.5,0,0.3,0,16.25,83.75,0,1.5,0
ombc_29,2009,U2,omb,ctr,ombc_29,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,7.375,,,93.25,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,0,0,0,0,0,0,0,0.875,0,7.375,93.25,0,0,0
ombc_30,2009,U2,omb,ctr,ombc_30,omb_ll,0,-12.77272727,0,24.5,,10,,,,,,,,,,,,,,,1,,1,,1,,,,,,,0.5,,12.5,,,,,,,0.5,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,13.5,0,0,12,0,0,0,95,0,0,11.5,0.5
ombc_31,2009,U3,omb,ctr,ombc_31,omb_ll,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,92,,,2.25,2,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,94,4.75,0,0,0
ombc_32,2009,U3,omb,ctr,ombc_32,omb_ho,0,-12.77272727,0,8,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,0.5,,,,,,,4.5,,,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2,0,0,2.5,0,0,90,0,0,0,2.5,0
ombc_33,2009,U3,omb,ctr,ombc_33,omb_ll,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,68.75,,3.75,,21.75,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3.75,90.5,4,0,0,0
ombc_34,2009,U3,omb,ctr,ombc_34,omb_hu,0,-12.77272727,0,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,1,,,99.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,0,1,99.75,0,1,0
ombc_35,2009,U3,omb,ctr,ombc_35,omb_hl,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,6.5,,,86.5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6.5,91.5,0,0,0
ombc_36,2009,U4,omb,ctr,ombc_36,omb_hu,0,-12.77272727,0,24.5,,6,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,10,,,,,,,3,8,,,,19,,,51.75,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.25,,,,,0.5,0,11,0,8,9,3.25,2.4,0,19,51.75,8,9,0
ombc_37,2009,U4,omb,ctr,ombc_37,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,16.75,,,78.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,16.75,78.25,0,0,0
ombc_38,2009,U4,omb,ctr,ombc_38,omb_hu,0,-12.77272727,0,52,,2,,,,,,,,,,,,,,,3,,20,,2,,,,,,,,,20,,,,,,,10,8,,,,47.5,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,23,0,8,32,0,0,0,47.5,30,8,32,0
ombc_39,2009,U4,omb,ctr,ombc_39,omb_hu,0,-12.77272727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,11.75,,,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,11.75,69.5,0,0,0
ombc_40,2009,U4,omb,ctr,ombc_40,omb_hu,0,-12.77272727,0,67.5,,7,,,,,,,,,,,,,,,,,30,,0.5,,,,,,,,,25,,,,,,,7,5,,,,5,,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,25,0,5,44,0,0,0,5,94.5,5,44,0
ombf_01,2009,Z1,omb,fst,ombf_1,,48,-24.33333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,0.625,18.75,,,,,23.75,,,,,0,0,0,0,0,0,43.125,0,0,0,0,0,0,0
ombf_02,2009,Z1,omb,fst,ombf_2,,48,-24.33333333,0,53.1,,,,,,,,,,,,,,,,,,,0.1,,3,,20,,,,,,,30,,,,,,,,,na,,1,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,36.75,,,1.25,,3,0,30,0,0,20.1,38.5,0,0,1,0,0,20.1,0
ombf_03,2009,Z1,omb,fst,ombf_3,,48,-24.33333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.25,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,41.25,,,,,0,0,0,0,0,0,43,0,0,1.25,0,0,0,0
ombf_04,2009,Z1,omb,fst,ombf_4,,48,-24.33333333,0,32,,,,,,,,,,,,,,,,,,,1,,15,,,,,,,,,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,,,,15,0,1,0,15,1,76.25,0,0,0,0,15,1,0
ombf_05,2009,Z1,omb,fst,ombf_5,,48,-24.33333333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,21.25,1.75,,,,,31.25,,,,,0,0,0,0,0,0,54.25,0,0,0,0,0,0,0
ombf_06,2009,Z2,omb,fst,ombf_6,,48,-24.33333333,0,3.5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0.5,,,3,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.5,3,0,0,0,3,77,0.5,3,0
